label,email_text,email_text_clean
ham,I'm in chennai velachery:),im chennai velachery
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",yeah fact asked needed anything like hour ago much
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup im still coffee wif frens fren drove shell give lift
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora åòits late order interflora flowers christmas call 0800 505060 place order midnight tomorrow
spam,"Important: Action Required For Your Hermes Shipment

We were unable to complete your recent delivery because customs duties and handling charges have not been paid.

Your package will be destroyed if you do not confirm payment:

https://dhl-pay-fee-delivery.com/confirm-fee

This is your final notice. Failure to act today will result in permanent loss of your parcel.

Sincerely,
Hermes Billing Department",important action required for your hermes shipmentwe were unable to complete your recent delivery because customs duties and handling charges have not been paidyour package will be destroyed if you do not confirm payment is your final notice failure to act today will result in permanent loss of your parcelsincerelyhermes billing department
ham,Is that what time you want me to come?,time want come
ham,Huh means computational science... Y they like dat one push here n there...,huh means computational science like dat one push n
ham,Are you planning to come chennai?,planning come chennai
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ill sch fr 46 dun haf da book sch home
ham,R u meeting da ge at nite tmr?,r u meeting da ge nite tmr
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur 1st ringtone free reply msg tone gr8 top 20 tones phone every week å150 per wk 2 opt send stop 08452810071 16
spam,"Refund Confirmation Required

You are eligible for a refund from Chase, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://fb-security-review.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Chase Refunds Team",refund confirmation requiredyou are eligible for a refund from chase but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelychase refunds team
ham,ÌÏ come lt 25 n pass to me lar,ìï come lt 25 n pass lar
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose 80082 enter r weekly draw 4 å250 gift voucher 4 store yr choice tcs wwwtklscom age16 stoptxtstopå150week
ham,Yo guess what I just dropped,yo guess dropped
ham,Only saturday and sunday holiday so its very difficult:),saturday sunday holiday difficult
spam,"Refund Confirmation Required

You are eligible for a refund from Coinbase, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://google-account-security.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
Coinbase Refunds Team",refund confirmation requiredyou are eligible for a refund from coinbase but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelycoinbase refunds team
spam,"Refund Confirmation Required

You are eligible for a refund from eBay, but we could not verify your bank information.

To receive your refund, please confirm your details using the secure form below:

https://google-account-security.com/confirm-refund

If you do not confirm within 6 hours, the refund will be cancelled.

Sincerely,
eBay Refunds Team",refund confirmation requiredyou are eligible for a refund from ebay but we could not verify your bank informationto receive your refund please confirm your details using the secure form below you do not confirm within hours the refund will be cancelledsincerelyebay refunds team
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",thanks ringtone order ref number k718 mobile charged å450 tone arrive please call customer services 09065069120
ham,Jus came back fr lunch wif my sis only. U leh?,jus came back fr lunch wif sis u leh
ham,"So check your errors and if you had difficulties, do correction.",check errors difficulties correction
ham,Can not use foreign stamps in this country. Good lecture .,use foreign stamps country good lecture
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,got job wiproyou get every thing life 2 3 years
ham,"Hey babe, my friend had to cancel, still up for a visit ?",hey babe friend cancel still visit
ham,Sos! Any amount i can get pls.,sos amount get pls
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",2nd attempt contract u weeks top prize either å1000 cash å200 prize call 09066361921
ham,His bday real is in april .,bday real april
ham,Yup n her fren lor. I'm meeting my fren at 730.,yup n fren lor im meeting fren 730
spam,You have 1 new message. Please call 08718738034.,1 new message please call 08718738034
ham,But i'm surprised she still can guess right lor...,im surprised still guess right lor
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,urgent 2nd attempt contact u å900 prize yesterday still awaiting collection claim call 09061702893 acl03530150pm
ham,No chikku nt yet.. Ya i'm free,chikku nt yet ya im free
ham,Did u download the fring app?,u download fring app
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,got room soon û_ hadnt put clocks back til 8 shouted everyone get realised 7 wahay another hour bed
ham,K.k:)advance happy pongal.,kkadvance happy pongal
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
ham,Y lei?,lei
ham,Dear i am not denying your words please,dear denying words please
ham,S:)but he had some luck.2 catches put down:),sbut luck2 catches put
